sentence_id,sentence,instance_form_long,instance_form,instance_lemma,comp1_id,comp1_form,comp1_feats,comp1_lemma,comp2_id,comp2_form,comp2_feats,comp2_lemma,manual_annotation,comment,gpt1,gemma1
5761394,"19. veebruaril Rakveres peetava tähtede mängu algviisikute internetihääletus lõppes eile , suurima häältearvu ( 285 ) kogus Tartu Rocki leedulasest tagamängija Augenijus Vaskys .",tartu rocki leedulasest tagamängija augenijus vaskys,leedulasest tagamängija,leedulasest tagamängija,20,leedulasest,sg el,leedulane,21,tagamängija,sg g,tagamängija,elative_attribute,,elative_attribute,elative_attribute
2009673,Ilmselt oli see samamoodi ka tema flötistist tütre Maarika ülesastumisel Pärnus ning ka pärast poja Paavo juhatatud Oistrahhi festivali avakontserti .,tema flötistist tütre maarika,flötistist tütre,flötistist tütar,7,flötistist,sg el,flötist,8,tütre,sg g,tütar,elative_attribute,,elative_attribute,elative_attribute
5280909,Interpretatsioonikonkursist osavõtt on levimuusika eriala üliõpilastele kohustuslik .,interpretatsioonikonkursist osavõtt,interpretatsioonikonkursist osavõtt,interpretatsioonikonkursist osavõtt,1,interpretatsioonikonkursist,sg el,interpretatsioonikonkurss,2,osavõtt,sg n,osavõtt,other,government,other,other
15252659,"Millest see tuleneb , et väga paljud on kuulnud keravälgust ( k.a mina ) vanaemalt ?",keravälgust ( k.a mina ) vanaemalt,keravälgust vanaemalt,keravälgust vanaema,10,keravälgust,sg el,keravälk,15,vanaemalt,sg abl,vanaema,error,syntax,other,other
8330627,"Eesti võiks olla Euroopa loomariik , kuhu inimsaginast tüdinu võiks tulla eksklusiivsele safarile , kogema eksistentsi selle puhtal kujul , looduse rüpes .",inimsaginast tüdinu,inimsaginast tüdinu,inimsaginast tüdinu,8,inimsaginast,sg el,inimsagin,9,tüdinu,sg n,tüdinu,other,u-ending,other,other
12874852,Kunstnahast jalatsite puhul võib toimida samuti nagu korraliku täisnahast saapa puhul .,kunstnahast jalatsite puhul,kunstnahast jalatsite,kunstnahast jalats,1,kunstnahast,sg el,kunstnahk,2,jalatsite,pl g,jalats,elative_material,,elative_material,elative_material
10215038,"Tööajast lugu pidava mehena arvas ta , et võimatut ehk esikolmikut ei tasu tahta : olgu peapreemia ja kingitus esimesele veerandsajale .",tööajast lugu,tööajast lugu,tööajast lugu,1,tööajast,sg el,tööaeg,2,lugu,sg n,lugu,error,verbal idiom,other,other
6714621,"Avatud noortekeskuses õpetab Evi Hõbemäe raamiga seinapildi tegemist ja vitraaži , Tiina Saarmann juhendab kipsist küünlaaluse , Natalja Golubenko kipsist seinapildi valmistamist .",", natalja golubenko kipsist seinapildi",kipsist seinapildi,kipsist seinapilt,20,kipsist,sg el,kips,21,seinapildi,sg g,seinapilt,elative_material,,elative_material,elative_material
6233918,Laulja on varem oma hääle ja stiili imiteerimise pärast kohtusse kaevanud Ameerika maisikrõpsutootja Frito-Lay ning Audide hispaanlasest maaletooja .,ameerika maisikrõpsutootja frito-lay ning audide hispaanlasest maaletooja,hispaanlasest maaletooja,hispaanlasest maaletooja,17,hispaanlasest,sg el,hispaanlane,18,maaletooja,sg n,maaletooja,elative_attribute,,elative_attribute,elative_attribute
10017538,"Vähem ohtlik pole mõtleja äärmusliberaalse vabaturu solistidele , sest nemad on huvitatud heausksest kõigesööjast tarbijast .",heausksest kõigesööjast tarbijast,kõigesööjast tarbijast,kõigesööjast tarbija,14,kõigesööjast,sg el,kõigesööja,15,tarbijast,sg el,tarbija,elative_attribute,,other,other
4853044,"Lisaks paberist mobiiltelefonile kavatseb Altschuli firma 2002. aasta lõpus müügile lasta ka paberist valmistatud sülearvuti , millega saab ka Internetis surfida .",paberist mobiiltelefonile,paberist mobiiltelefonile,paberist mobiiltelefon,2,paberist,sg el,paber,3,mobiiltelefonile,sg all,mobiiltelefon,elative_material,,elative_material,elative_material
1809259,"Samas ärgem unustagem , et annekteeritud riigist äraminejad ei öelnud lahti mitte Eesti Vabariigi , vaid Nõukogude Liidu kodakondsusest .",annekteeritud riigist äraminejad,riigist äraminejad,riigist äramineja,7,riigist,sg el,riik,8,äraminejad,pl n,äramineja,other,ja-ending,other,other
11400197,"Eestlannast tagamängija ei arva , et Peda trennides taktikale vähem rõhku pandi .",eestlannast tagamängija,eestlannast tagamängija,eestlannast tagamängija,1,eestlannast,sg el,eestlanna,2,tagamängija,sg g,tagamängija,elative_attribute,,elative_attribute,elative_attribute
3931877,"Noorelt isata jäänud tulevast kirjanikku kasvatasid kolm naist - tädi Claire , inglise vanatüdruk Anna Shackleton ja kalvinistist ema Juliette Rondeaux .",ja kalvinistist ema juliette rondeaux,kalvinistist ema,kalvinistist ema,18,kalvinistist,sg el,kalvinist,19,ema,sg n,ema,elative_attribute,,elative_attribute,elative_attribute
10219446,Inglise keelest Jüri Ojamaa .,inglise keelest jüri ojamaa .,keelest jüri,keelest Jüri,2,keelest,sg el,keel,3,jüri,sg n,Jüri,other,ellips,other,other
11725087,"Kunstnikuhärrade pahameele põhjustas kolmapäeva hommikupoolikul Kunstilaata külastanud linnaametnik Marika Pärn , Neeme Lalli sõnul iseenesest kena inimene , kes palus hr. kunstnikul Raekoja platsilt ära koristada oma täismaalitud bussikene ja puust hobune .",ja puust hobune,puust hobune,puust hobune,31,puust,sg el,puu,32,hobune,sg n,hobune,elative_material,,elative_material,elative_material
8805436,"Need olid kolm soliidse olekuga meest asjalikes purjetajaülikondades ja üks noorepoolne , säravalt ilus blondiin , kes kandis kallist ja silmapaistvat valget jakki ning selle juurde valgest puldanist pükse ja pehmeid toornahast kingi .",ning selle juurde valgest puldanist pükse ja pehmeid toornahast kingi,puldanist pükse,puldanist püks,28,puldanist,sg el,puldan,29,pükse,pl p,püks,elative_material,,elative_material,other
4025223,"Näituse suurimad nukud , kellele Linda vabalt sülle mahtus , on Urmas Viigi puust imikud .","näituse suurimad nukud , kellele linda vabalt sülle mahtus , on urmas viigi puust imikud .",puust imikud,puust imik,14,puust,sg el,puu,15,imikud,pl n,imik,elative_material,,elative_material,elative_material
11322816,"( Disney'st võib aru saada , kuna filmis on Miki-Hiirt võrreldud kullast ebajumalakujudega Vanast Testamendist . )",kullast ebajumalakujudega vanast testamendist,kullast ebajumalakujudega,kullast ebajumalakuju,12,kullast,sg el,kuld,13,ebajumalakujudega,pl kom,ebajumalakuju,elative_material,,elative_material,elative_material
3610960,"Etiooplasest 10 000 m jooksu olümpiavõitja Haile Gebrselassie kinnitab , et MMil Ateenas võistlemine on tema kodanikukohus .",etiooplasest 10 000 m jooksu,etiooplasest jooksu,etiooplasest jooks,1,etiooplasest,sg el,etiooplane,4,jooksu,adt,jooks,error,syntax,elative_attribute,elative_attribute
9230293,"“ Ained satuvad lõõride kaudu välisõhku , Keemiahoonele neli aastat tagasi pandud tsinkplekist katus on täiesti roostes .",neli aastat tagasi pandud tsinkplekist katus,tsinkplekist katus,tsinkplekist katus,13,tsinkplekist,sg el,tsinkplekk,14,katus,sg n,katus,elative_material,,elative_material,elative_material
5784001,Soome sotsiaaldemokraadist rahandusministri Eero Heinäluoma sõnul hakkab valitsus võimalikku kange alkoholi aktsiisi tõstmist arutama kõige varem järgmisel kevadel .,soome sotsiaaldemokraadist rahandusministri eero heinäluoma,sotsiaaldemokraadist rahandusministri,sotsiaaldemokraadist rahandusminister,2,sotsiaaldemokraadist,sg el,sotsiaaldemokraat,3,rahandusministri,sg g,rahandusminister,elative_attribute,,elative_attribute,elative_attribute
6130858,"Kokku viibib Eestis 116 europarlamendi sotsiaaldemokraadist saadikut , lisaks neile veel Euroopa Komisjoni aseesimees Margot Wallström .",116 europarlamendi sotsiaaldemokraadist saadikut,sotsiaaldemokraadist saadikut,sotsiaaldemokraadist saadik,6,sotsiaaldemokraadist,sg el,sotsiaaldemokraat,7,saadikut,sg p,saadik,elative_attribute,,elative_attribute,elative_attribute
2940566,"31. jaanuaril oli tööturuametis registreeritud 13 508 töötut , mis moodustab 2,2% tööjõust vanuses 16 aastat kuni pensioniiga .",tööjõust vanuses,tööjõust vanuses,tööjõust vanus,12,tööjõust,sg el,tööjõud,13,vanuses,sg in,vanus,error,syntax,other,other
15054255,"Kui lepingupool ei pea kinni lepingulise ladustusaja lõpust või artkli 17 lõikes 1 nimetatud kahekuulisest tähtajast kogu ladustatud koguse puhul , vähendatakse antavat abi10% kõnealusest lepingusummast iga ületatud kalendripäeva kohta .",kõnealusest lepingusummast,kõnealusest lepingusummast,kõnealusest lepingusumm,25,kõnealusest,sg el,kõnealune,26,lepingusummast,sg el,lepingusumm,error,adjective,other,other
10534574,"BNS tootis paar päeva tagasi uudise , milles on juttu Riigikogu künnitööst pornograafiapõllul : “ Riigikogu muudab haldusõigusrikkumiste seadustikku , et täpsustada pornograafia levitamise seaduslikkust kontrollivate kultuuriministeeriumi ametnike õigusi . ”",riigikogu künnitööst pornograafiapõllul,künnitööst pornograafiapõllul,künnitööst pornograafiapõld,12,künnitööst,sg el,künnitöö,13,pornograafiapõllul,sg ad,pornograafiapõld,error,syntax,other,other
3631027,Brasiillasest treener Rene Simoes on küll Suurbritanniast leidnud mõne teise põlvkonna väljarändajast jalgpalluri .,brasiillasest treener rene simoes,brasiillasest treener,brasiillasest treener,1,brasiillasest,sg el,brasiillane,2,treener,sg n,treener,elative_attribute,,elative_attribute,elative_attribute
7663265,Mittemiljonärist ülikoolikaaslasele on ta aastaid hiljem etteheitvalt ülalt alla vaadanud .,mittemiljonärist ülikoolikaaslasele,mittemiljonärist ülikoolikaaslasele,mittemiljonärist ülikoolikaaslane,1,mittemiljonärist,sg el,mittemiljonär,2,ülikoolikaaslasele,sg all,ülikoolikaaslane,elative_attribute,,other,other
5762207,See on selge surmahoop igasugustele annetele ja veel enne sündi sureb ka lootus teha Eesti pealinnast talentide linn .,eesti pealinnast talentide,pealinnast talentide,pealinnast talent,16,pealinnast,sg el,pealinn,17,talentide,pl g,talent,error,syntax,other,other
5016576,Tänasest üldisest poliitilisest usaldamatusest väljatulekuks pakkus Kallas tõhusamat koostööd opositsiooniga .,tänasest üldisest poliitilisest usaldamatusest väljatulekuks,usaldamatusest väljatulekuks,usaldamatusest väljatulek,4,usaldamatusest,sg el,usaldamatus,5,väljatulekuks,sg tr,väljatulek,other,government,other,other
1328851,""" Oleme tagantjärgi abikaasaga sellest rääkinud ja tema arvates oli sünnitus vees kuidagi pehmem ja kergem , "" ütles muusikamehest isa .",muusikamehest isa,muusikamehest isa,muusikamehest isa,20,muusikamehest,sg el,muusikamees,21,isa,sg n,isa,elative_attribute,,elative_attribute,elative_attribute
5459840,"Abielupaarist mees töötab Viljandis treialina , kuid naine on 9-kuuse lapsega hetkel kodus .",abielupaarist mees,abielupaarist mees,abielupaarist mees,1,abielupaarist,sg el,abielupaar,2,mees,sg n,mees,error,syntax,elative_attribute,elative_attribute
8793778,"“ Vigastused on jalgpalli lahutamatu osa , ” tõdes islandlasest peatreener .",islandlasest peatreener,islandlasest peatreener,islandlasest peatreener,10,islandlasest,sg el,islandlane,11,peatreener,sg n,peatreener,elative_attribute,,elative_attribute,elative_attribute
1745414,"Komisjoni usaldusväärsuse lõplikuks toonitamiseks nimetas valitsus analüüsirühma juhiks Rootsi Punase Risti peasekretäri Peter Öhrni , endise liberaalist tipppoliitiku .",", endise liberaalist tipppoliitiku",liberaalist tipppoliitiku,liberaalist tipppoliitik,17,liberaalist,sg el,liberaal,18,tipppoliitiku,sg g,tipppoliitik,elative_attribute,,elative_attribute,elative_attribute
3167348,Iseseisvusest lugu pidamine on sedapuhku argumendiks valitsuse vastu .,iseseisvusest lugu,iseseisvusest lugu,iseseisvusest lugu,1,iseseisvusest,sg el,iseseisvus,2,lugu,sg n,lugu,error,verbal idiom,other,other
11754807,"Minu Narva muusikakooli akordioniõpetajast ema Ljudmila Juzvik on samuti laulja , laulis Narvas ja käis ka Valge Daami konkursil .",minu narva muusikakooli akordioniõpetajast ema ljudmila juzvik,akordioniõpetajast ema,akordioniõpetajast ema,4,akordioniõpetajast,sg el,akordioniõpetaja,5,ema,sg n,ema,elative_attribute,,elative_attribute,elative_attribute
7432548,"Üha rohkem hakati mööblikujunduses kasutama metallkonstruktsioone , pehme mööbli põhjad tehti tugevatest puldanrihmadest ja lahtise poroloonpolstriga (  Mait Summatavet  ) , kuulsaks said  Väino Tamme  painutatud ja liimitud spoonist toolid .",painutatud ja liimitud spoonist toolid,spoonist toolid,spoonist tool,29,spoonist,sg el,spoon,30,toolid,pl n,tool,elative_material,,elative_material,other
5225373,"Kõik maksab ja rahakotihoidjast haigekassa asi on terad sõkaldest eraldada ehk teisisõnu põhjendatud nõudmised täita , alusetuid aga mitte .",rahakotihoidjast haigekassa,rahakotihoidjast haigekassa,rahakotihoidjast haigekassa,4,rahakotihoidjast,sg el,rahakotihoidja,5,haigekassa,sg g,haigekassa,elative_attribute,,elative_attribute,elative_attribute
13526647,50 000 silmapaari megastaar Arnold Scwarzeneggeri ja tema filminäitlejast abikaasa Maria Shriveri poolt heisatavat Eriolümpia 10 .,ja tema filminäitlejast abikaasa maria shriveri poolt,filminäitlejast abikaasa,filminäitlejast abikaasa,8,filminäitlejast,sg el,filminäitleja,9,abikaasa,sg g,abikaasa,elative_attribute,,elative_attribute,elative_attribute
5637607,Uksetehas toodab ja paigaldab Soome suurima ehitusfirma YIT Rakennus OY ehitatavale ärikeskusele Innopol II umbes 850 klaasist ja puidust vaheseina ning üle 700 ukse .,umbes 850 klaasist ja puidust vaheseina ning üle 700 ukse,klaasist vaheseina,klaasist vahesein,17,klaasist,sg el,klaas,20,vaheseina,sg p,vahesein,elative_material,,elative_material,elative_material
8927644,Praegusest umbes 5600 ruutmeetri suurusest horisontaalpinnaga muruplatsist laululava ees saab enne suviseid välikontserte kivist katte kahe tuhande ruutmeetri suurune pind .,praegusest umbes 5600 ruutmeetri suurusest horisontaalpinnaga muruplatsist laululava ees,muruplatsist laululava,muruplatsist laululava,7,muruplatsist,sg el,muruplats,8,laululava,sg n,laululava,elative_attribute,huvitav erand,other,other
6710756,"Chelsea edutee algas kaks aastat tagasi , kui võlgades klubi ostis venelasest miljardär Roman Abramovitš .",venelasest miljardär roman abramovitš,venelasest miljardär,venelasest miljardär,12,venelasest,sg el,venelane,13,miljardär,sg n,miljardär,elative_attribute,,elative_attribute,elative_attribute
14279183,"Oli selge , et horvaadid , kelle tööandjate seas on esindatud suur osa Euroopa tippklubisid , on Eestiga võrreldes teisest klassist meeskond .",teisest klassist meeskond,klassist meeskond,klassist meeskond,21,klassist,sg el,klass,22,meeskond,sg n,meeskond,elative_attribute,,other,other
12131278,Nii tuligi suursoosikust võõrustajatel pommitada kaugelt .,suursoosikust võõrustajatel,suursoosikust võõrustajatel,suursoosikust võõrustaja,3,suursoosikust,sg el,suursoosik,4,võõrustajatel,pl ad,võõrustaja,elative_attribute,,elative_attribute,other
6835920,Külaliseks on sõprusklubi Võrust Ivika Nõgeli kinnitusel oli möödunud tegevusaasta klubile edukas .,sõprusklubi võrust ivika nõgeli kinnitusel,võrust kinnitusel,võrust kinnitus,4,võrust,sg el,võru,7,kinnitusel,sg ad,kinnitus,error,syntax,elative_attribute,other
11243174,Üksikõndijast lavastaja kaitses magistritöö oma kogemusest sotsioloogilise teatri vallas,üksikõndijast lavastaja,üksikõndijast lavastaja,üksikõndijast lavastaja,1,üksikõndijast,sg el,üksikõndija,2,lavastaja,sg n,lavastaja,elative_attribute,,elative_attribute,elative_attribute
9439530,"Oma arvamust põhjendas ta asjaoluga , et hukkunul olid käes kummist töökindad .",kummist töökindad,kummist töökindad,kummist töökinnas,11,kummist,sg el,kumm,12,töökindad,pl n,töökinnas,elative_material,,elative_material,elative_material
2405852,"Samas tunnistas Rohtla , et füüsilisest isikust ettevõtjad reeglina eriti suuri tulusid ei deklareeri .",füüsilisest isikust ettevõtjad,isikust ettevõtjad,isikust ettevõtja,7,isikust,sg el,isik,8,ettevõtjad,pl n,ettevõtja,elative_attribute,,elative_attribute,other
13363062,"« See on jube , ma ei ela niisugust asja üle , » pahvatas parlamendi kõnetoolist endise peaministri Silvio Berlusconi praegu opositsioonis oleva erakonna saadik Elisabetta Gardini pärast naistetualetis käiku , kus ta põrkus valitsuskoalitsioonis oleva kommunistliku erakonna saadiku « preili » Luxuriaga .",parlamendi kõnetoolist endise peaministri silvio berlusconi,kõnetoolist peaministri,kõnetoolist peaminister,16,kõnetoolist,sg el,kõnetool,18,peaministri,sg g,peaminister,error,syntax,other,other
2557444,"Rootsi politsei vahistas kaks vene rahvusest meest , kes olid ajanud taga Eesti saatkonda põgenenud eestlast .","kaks vene rahvusest meest , kes olid ajanud taga eesti saatkonda põgenenud eestlast",rahvusest meest,rahvusest mees,6,rahvusest,sg el,rahvus,7,meest,sg p,mees,other,collective,other,other
12230736,"Instituudi usaldusuuringu andmetele toetudes koosneks üks kolmandik nõukogust ohvitseridest , teine kolmandik usujuhtidest ja kolmas kolmandik teadlastest .",nõukogust ohvitseridest,nõukogust ohvitseridest,nõukogust ohvitser,8,nõukogust,sg el,nõukogu,9,ohvitseridest,pl el,ohvitser,error,syntax,elative_attribute,other
3486301,9 miljonist ja 30 liiki kuuluvast talvitajast merepardist moodustavad aulid tervelt poole .,miljonist ja 30 liiki kuuluvast talvitajast merepardist,talvitajast merepardist,talvitajast merepart,7,talvitajast,sg el,talvitaja,8,merepardist,sg el,merepart,elative_attribute,,elative_attribute,elative_attribute
3099448,"Plahvatus toimus hetkel , kui Jandarbijev oli väljunud pühakojast palvuselt ning istus oma autosse , mille alla oli tõenäoliselt pandud lõhkekeha .",pühakojast palvuselt,pühakojast palvuselt,pühakojast palvus,9,pühakojast,sg el,pühakoda,10,palvuselt,sg abl,palvus,error,syntax,other,other
6786907,Paraadist osavõtjate paraadrivistus :,paraadist osavõtjate,paraadist osavõtjate,paraadist osavõtja,1,paraadist,sg el,paraad,2,osavõtjate,pl g,osavõtja,other,ja-ending,other,other
2633804,"Kohtla-Järve Olevi tänav 23 maja elanikele tuli kui välk selgest taevast teade , et neil ei lülitata kaugkütet sisse , kuna nad on ühed suuremad võlgnikud - pärast 2005. aasta novembrit pole ettevõttele VKG Energia ühtki arvet tasutud .","selgest taevast teade , et neil ei lülitata kaugkütet sisse , kuna nad on ühed suuremad võlgnikud - pärast 2005. aasta novembrit pole ettevõttele vkg energia ühtki arvet tasutud",taevast teade,taevast teade,11,taevast,sg el,taevas,12,teade,sg n,teade,error,syntax,other,other
14206317,Tervelt 71% iraaklastest soovib USA vägede lahkumist riigist aasta jooksul .,riigist aasta jooksul,riigist aasta,riigist aasta,8,riigist,sg el,riik,9,aasta,sg g,aasta,error,syntax,other,other
1462895,McLareni sõitjad on endiselt soomlasest tiitlikaitsja Mika Häkkinen ja shotlane David Coulthard .,mclareni sõitjad on endiselt soomlasest tiitlikaitsja mika häkkinen ja shotlane david coulthard .,soomlasest tiitlikaitsja,soomlasest tiitlikaitsja,5,soomlasest,sg el,soomlane,6,tiitlikaitsja,sg n,tiitlikaitsja,elative_attribute,,elative_attribute,elative_attribute
9828218,"“ Kaotuste seeria järel kuulsin etteheiteid , et ei võtnud nõupidamisaega ega üritanudki meeskonda juhtida , ” märkis hollandlasest peatreener .",hollandlasest peatreener,hollandlasest peatreener,hollandlasest peatreener,19,hollandlasest,sg el,hollandlane,20,peatreener,sg n,peatreener,elative_attribute,,elative_attribute,elative_attribute
2564946,"AS Roma argentiinlasest ründaja Gabriel Batistuta kaitseb ennast ja oma meeskonnakaaslasi väites , et mängujärgse löömingu provotseerisid Galatasaray mängijad .",as roma argentiinlasest ründaja gabriel batistuta,argentiinlasest ründaja,argentiinlasest ründaja,3,argentiinlasest,sg el,argentiinlane,4,ründaja,sg n,ründaja,elative_attribute,,elative_attribute,elative_attribute
904286,"Keskerakondlasest rahanduskomisjoni liige Olev Raju seevastu väitis , et valitsuse maksupoliitika pole kasulik eestlastele , vaid välisfirmadele , kes viivad raha riigist välja .",keskerakondlasest rahanduskomisjoni,keskerakondlasest rahanduskomisjoni,keskerakondlasest rahanduskomisjon,1,keskerakondlasest,sg el,keskerakondlane,2,rahanduskomisjoni,sg g,rahanduskomisjon,error,syntax,elative_attribute,elative_attribute
15784737,"kõnealuste Thrips palmi Karny juhtude jätkuva avastamise põhjal tuleks võtta terve ühenduse suhtes kohaldatavad erakorralised meetmed , et tagada tõhusam kaitse Thrips palmi Karny kõnealusest riigist ühendusse kandumise vastu ; kõnealused meetmed peaksid sisaldama nõuet esitada Taist pärit Orchidaceae-sugukonda kuuluvate lõikelillede puhul fütosanitaarsertifikaat koos ametliku kinnitusega selle kohta , et tootmiskohas ei ole avastatud Thrips palmi Karny't või et partii on läbinud asjakohase fumigatsiooni , et tagada Thysanoptera puudumine ;",kõnealusest riigist ühendusse,riigist ühendusse,riigist ühendus,26,riigist,sg el,riik,27,ühendusse,adt,ühendus,error,syntax,other,other
4663255,Vaid ühepaadi olümpiavõitja Rob Waddell on ergomeetril tõmmanud parema tulemuse kui sakslasest maailmameister .,kui sakslasest maailmameister,sakslasest maailmameister,sakslasest maailmameister,12,sakslasest,sg el,sakslane,13,maailmameister,sg n,maailmameister,elative_attribute,,elative_attribute,elative_attribute
7410493,"Võrdväärselt vajadusega tehnika ( telefoni , auto , lennuki ) järele kasvab tunne ning sõprusest saab armastus , armastusest aga armukadedus .",", armastusest aga armukadedus",armastusest armukadedus,armastusest armukadedus,19,armastusest,sg el,armastus,21,armukadedus,sg n,armukadedus,other,ellips,other,other
15274622,"Hispaania turu olukorda on võimalik leevendada , eksportides osa kõnealusest ülemäärasest odrakogusest kolmandatesse riikidesse ; odra maailmaturuhinda silmas pidades on eksport võimalik üksnes eksporditoetuse abil ;",kõnealusest ülemäärasest odrakogusest kolmandatesse riikidesse,kõnealusest odrakogusest,kõnealusest odrakogus,10,kõnealusest,sg el,kõnealune,12,odrakogusest,sg el,odrakogus,error,adjective,other,other
1673854,"Eile jõudsid Moskvast Riiga viis Läti venelasest lendurit , kes olid Indias eluks ajaks vangi mõistetud ning kellele India president oli armu andnud .","viis läti venelasest lendurit , kes olid indias eluks ajaks vangi mõistetud ning kellele india president oli armu andnud",venelasest lendurit,venelasest lendur,7,venelasest,sg el,venelane,8,lendurit,sg p,lendur,elative_attribute,,elative_attribute,elative_attribute
4258319,Truutsi sõnul jõuab enamik tolmust linnatänavatele talvel libeduse tõrjeks teedele puistatavast liivast ning kevaditi on seda linnaõhus kolm-neli korda rohkem kui muidu .,tolmust linnatänavatele,tolmust linnatänavatele,tolmust linnatänav,5,tolmust,sg el,tolm,6,linnatänavatele,pl all,linnatänav,error,syntax,elative_material,elative_material
5857368,"Nüüd piisab kas või vereplekist kuulil või naharakukestest sigaretikonil , "" tõi ta näite .",kas või vereplekist kuulil või naharakukestest sigaretikonil,vereplekist kuulil,vereplekist kuul,5,vereplekist,sg el,vereplekk,6,kuulil,sg ad,kuul,error,syntax,other,other
6696877,"Keskerakonna ja Reformierakonna koalitsioonileppes seisab must valgel , et linnavalitsus maksab "" alates teisest lapsest koolimineku kulude katmiseks ranitsatoetust 5000 krooni "" .",teisest lapsest koolimineku,lapsest koolimineku,lapsest kooliminek,15,lapsest,sg el,laps,16,koolimineku,sg g,kooliminek,error,syntax,elative_attribute,elative_attribute
6519743,"GAZA , 2. veebruar ( EPLO ) - 10aastane palestiinlasest tüdruk sai esmaspäeval surma , kui moslemid tähistasid Mekasse palverännakule teele asumist ja tulistasid relvadest , varem süüdistasid palestiinlased ja ÜRO ametnikud tüdruku hukkumises Iisraeli .",10aastane palestiinlasest tüdruk,palestiinlasest tüdruk,palestiinlasest tüdruk,10,palestiinlasest,sg el,palestiinlane,11,tüdruk,sg n,tüdruk,elative_attribute,,elative_attribute,elative_attribute
1448696,Tegelikult tahtis venelasest narkosõltlane lihtsalt raha teenida ja oli pakkidesse heroiini asemele pannud hoopis tsementi .,venelasest narkosõltlane,venelasest narkosõltlane,venelasest narkosõltlane,3,venelasest,sg el,venelane,4,narkosõltlane,sg n,narkosõltlane,elative_attribute,,elative_attribute,elative_attribute
11217413,"Ekspertiisist mees keeldus , nõudis advokaati ja konsulit .",ekspertiisist mees,ekspertiisist mees,ekspertiisist mees,1,ekspertiisist,sg el,ekspertiis,2,mees,sg n,mees,error,syntax,other,other
1055657,"Arutelu käigus otsustati , et kõrgkoolid esitatavad linnavolikogu esimehele oma ettepanekud ja visiooni võimalikust tulevasest koostööst 15.maiks.",võimalikust tulevasest koostööst 15. maiks,tulevasest koostööst,tulevasest koostöö,15,tulevasest,sg el,tulevane,16,koostööst,sg el,koostöö,error,adjective,other,other
11028698,"Remont läheb maksma 2,7 miljonit krooni , selle raha eest restaureeritakse näiteks ka heledast kasest mööbel .",näiteks ka heledast kasest mööbel,kasest mööbel,kasest mööbel,15,kasest,sg el,kask,16,mööbel,sg n,mööbel,elative_material,,other,elative_material
6948580,Esimene eesti soost õpetaja Otepääl oli just Hurt .,esimene eesti soost õpetaja otepääl oli just hurt .,soost õpetaja,soost õpetaja,3,soost,sg el,sugu,4,õpetaja,sg n,õpetaja,other,collective,other,other
12863427,"Pijpers vahendab vestlust hollandlasest tohtriga , kes Eesti Bulgaaria äsjasel EM-mängul dopingukontrolli korraldas .","hollandlasest tohtriga , kes eesti bulgaaria äsjasel em-mängul dopingukontrolli korraldas",hollandlasest tohtriga,hollandlasest tohter,4,hollandlasest,sg el,hollandlane,5,tohtriga,sg kom,tohter,elative_attribute,,elative_attribute,elative_attribute
11957098,"Mingi talupojast esivanem veel ka sosistab hingesügavusest ja aegade hämarusest : pojake , ega vihmane suvi muud tähenda kui ikaldust , talve aegu peab püksirihma pingutama , hambad varna riputama .",mingi talupojast esivanem,talupojast esivanem,talupojast esivanem,2,talupojast,sg el,talupoeg,3,esivanem,sg n,esivanem,elative_attribute,,elative_attribute,elative_attribute
6400652,"BOWLING GREEN , 11. aprill ( BBC-EPLO ) - USAs Ohios ülikoolis töötav eestlasest professor Jaak Panksepp leiab , et paljudel loomadel on omaenda viis , kuidas nad naeravad .",usas ohios ülikoolis töötav eestlasest professor jaak panksepp,eestlasest professor,eestlasest professor,14,eestlasest,sg el,eestlane,15,professor,sg n,professor,elative_attribute,,elative_attribute,elative_attribute
10138455,"Suvel on pidutsemist alati rohkem , sest koolist ja vanemate pilgu alt ollakse prii ja seetõttu suureneb ka mõnuainete tarbimine .",koolist ja vanemate pilgu alt,koolist pilgu,koolist pilk,8,koolist,sg el,kool,11,pilgu,sg g,pilk,other,conjunction,other,other
9426266,"Maccabi nõutud valurahast osa maksab Heat ja osa arvestatakse järk-järgult maha Martini palgast - nii ma sain telefonist poisi jutust aru , ” rääkis ta .",maccabi nõutud valurahast osa,valurahast osa,valurahast osa,3,valurahast,sg el,valuraha,4,osa,sg n,osa,other,government,other,other
847398,"Kuid Betterton juhib tähelepanu , et kuna turvapatju paigaldatakse autodesse järjest rohkem ning autode kasutusaeg kestab vaid paarkümmend aastat , võib ainu- üksi Ameerikas sattuda vanade autode utiliseerimisel keskkonda miljoneid kilogramme mürgist naatriumasiidi .",mürgist naatriumasiidi,mürgist naatriumasiidi,mürgist naatriumasiid,32,mürgist,sg el,mürk,33,naatriumasiidi,adt,naatriumasiid,error,adjective,elative_material,elative_material
12315902,Tal on jaapanlasest abikaasa .,jaapanlasest abikaasa,jaapanlasest abikaasa,jaapanlasest abikaasa,3,jaapanlasest,sg el,jaapanlane,4,abikaasa,sg n,abikaasa,elative_attribute,,elative_attribute,elative_attribute
